CosteSocial,CosteEmocional,RiesgoIngreso,testApgar5,partoInstrumental,testCoombsIsoRHHijo,Terapia1,Utility
1,0,2,1,0,1,1,0.7893861
1,0,2,1,0,1,2,0.792801
1,0,2,1,0,1,3,0.7580728
1,0,2,1,1,0,0,0.6251073
1,0,2,1,1,0,1,0.7893861
1,0,2,1,1,0,2,0.792801
1,0,2,1,1,0,3,0.7580728
1,0,2,1,1,1,0,0.6251073
1,0,2,1,1,1,1,0.7893861
1,0,2,1,1,1,2,0.792801
1,0,2,1,1,1,3,0.7580728
1,0,2,2,0,0,0,0.6251073
1,0,2,2,0,0,1,0.7893861
1,0,2,2,0,0,2,0.792801
1,0,2,2,0,0,3,0.7580728
1,0,2,2,0,1,0,0.6251073
1,0,2,2,0,1,1,0.7893861
1,0,2,2,0,1,2,0.792801
1,0,2,2,0,1,3,0.7580728
1,0,2,2,1,0,0,0.6251073
1,0,2,2,1,0,1,0.7893861
1,0,2,2,1,0,2,0.792801
1,0,2,2,1,0,3,0.7580728
1,0,2,2,1,1,0,0.6251073
1,0,2,2,1,1,1,0.7893861
1,0,2,2,1,1,2,0.792801
1,0,2,2,1,1,3,0.7580728
1,0,3,0,0,0,0,0.4882819
1,0,3,0,0,0,1,0.7883883
1,0,3,0,0,0,2,0.7183507
1,0,3,0,0,0,3,0.7121506
1,0,3,0,0,1,0,0.4882819
1,0,3,0,0,1,1,0.7883883
1,0,3,0,0,1,2,0.7183507
1,0,3,0,0,1,3,0.7121506
1,0,3,0,1,0,0,0.4882819
1,0,3,0,1,0,1,0.7883883
1,0,3,0,1,0,2,0.7183507
1,0,3,0,1,0,3,0.7121506
1,0,3,0,1,1,0,0.4882819
1,0,3,0,1,1,1,0.7883883
1,0,3,0,1,1,2,0.7183507
1,0,3,0,1,1,3,0.7121506
1,0,3,1,0,0,0,0.4882819
1,0,3,1,0,0,1,0.7883883
1,0,3,1,0,0,2,0.7183507
1,0,3,1,0,0,3,0.7121506
1,0,3,1,0,1,0,0.4882819
1,0,3,1,0,1,1,0.7883883
1,0,3,1,0,1,2,0.7183507
1,0,3,1,0,1,3,0.7121506
1,0,3,1,1,0,0,0.4882819
1,0,3,1,1,0,1,0.7883883
1,0,3,1,1,0,2,0.7183507
1,0,3,1,1,0,3,0.7121506
1,0,3,1,1,1,0,0.4882819
1,0,3,1,1,1,1,0.7883883
1,0,3,1,1,1,2,0.7183507
1,0,3,1,1,1,3,0.7121506
1,0,3,2,0,0,0,0.4882819
1,0,3,2,0,0,1,0.7883883
1,0,3,2,0,0,2,0.7183507
1,0,3,2,0,0,3,0.7121506
1,0,3,2,0,1,0,0.4882819
1,0,3,2,0,1,1,0.7883883
1,0,3,2,0,1,2,0.7183507
1,0,3,2,0,1,3,0.7121506
1,0,3,2,1,0,0,0.4882819
1,0,3,2,1,0,1,0.7883883
1,0,3,2,1,0,2,0.7183507
1,0,3,2,1,0,3,0.7121506
1,0,3,2,1,1,0,0.4882819
1,0,3,2,1,1,1,0.7883883
1,0,3,2,1,1,2,0.7183507
1,0,3,2,1,1,3,0.7121506
1,1,0,0,0,0,0,0.5311832
1,1,0,0,0,0,1,0.6292759
1,1,0,0,0,0,2,0.6536476
1,1,0,0,0,0,3,0.6419922
1,1,0,0,0,1,0,0.5311832
1,1,0,0,0,1,1,0.6292759
1,1,0,0,0,1,2,0.6536476
1,1,0,0,0,1,3,0.6419922
1,1,0,0,1,0,0,0.5311832
1,1,0,0,1,0,1,0.6292759
1,1,0,0,1,0,2,0.6536476
1,1,0,0,1,0,3,0.6419922
1,1,0,0,1,1,0,0.5311832
1,1,0,0,1,1,1,0.6292759
1,1,0,0,1,1,2,0.6536476
1,1,0,0,1,1,3,0.6419922
1,1,0,1,0,0,0,0.5311832
1,1,0,1,0,0,1,0.6292759
1,1,0,1,0,0,2,0.6536476
1,1,0,1,0,0,3,0.6419922
1,1,0,1,0,1,0,0.5311832
1,1,0,1,0,1,1,0.6292759
1,1,0,1,0,1,2,0.6536476
1,1,0,1,0,1,3,0.6419922
1,1,0,1,1,0,0,0.5311832
1,1,0,1,1,0,1,0.6292759
1,1,0,1,1,0,2,0.6536476
1,1,0,1,1,0,3,0.6419922
1,1,0,1,1,1,0,0.5311832
1,1,0,1,1,1,1,0.6292759
1,1,0,1,1,1,2,0.6536476
1,1,0,1,1,1,3,0.6419922
1,1,0,2,0,0,0,0.5311832
1,1,0,2,0,0,1,0.6292759
1,1,0,2,0,0,2,0.6536476
1,1,0,2,0,0,3,0.6419922
1,1,0,2,0,1,0,0.5311832
1,1,0,2,0,1,1,0.6292759
1,1,0,2,0,1,2,0.6536476
1,1,0,2,0,1,3,0.6419922
1,1,0,2,1,0,0,0.5311832
1,1,0,2,1,0,1,0.6292759
1,1,0,2,1,0,2,0.6536476
1,1,0,2,1,0,3,0.6419922
1,1,0,2,1,1,0,0.5311832
1,1,0,2,1,1,1,0.6292759
1,1,0,2,1,1,2,0.6536476
1,1,0,2,1,1,3,0.6419922
1,1,1,0,0,0,0,0.6023576
1,1,1,0,0,0,1,0.5281053
1,1,1,0,0,0,2,0.475756
1,1,1,0,0,0,3,0.4844193
1,1,1,0,0,1,0,0.6023576
1,1,1,0,0,1,1,0.5281053
1,1,1,0,0,1,2,0.475756
1,1,1,0,0,1,3,0.4844193
1,1,1,0,1,0,0,0.6023576
1,1,1,0,1,0,1,0.5281053
1,1,1,0,1,0,2,0.475756
1,1,1,0,1,0,3,0.4844193
1,1,1,0,1,1,0,0.6023576
1,1,1,0,1,1,1,0.5281053
1,1,1,0,1,1,2,0.475756
1,1,1,0,1,1,3,0.4844193
1,1,1,1,0,0,0,0.6023576
1,1,1,1,0,0,1,0.5281053
1,1,1,1,0,0,2,0.475756
1,1,1,1,0,0,3,0.4844193
1,1,1,1,0,1,0,0.6023576
1,1,1,1,0,1,1,0.5281053
1,1,1,1,0,1,2,0.475756
1,1,1,1,0,1,3,0.4844193
1,1,1,1,1,0,0,0.6023576
1,1,1,1,1,0,1,0.5281053
1,1,1,1,1,0,2,0.475756
1,1,1,1,1,0,3,0.4844193
1,1,1,1,1,1,0,0.6023576
1,1,1,1,1,1,1,0.5281053
1,1,1,1,1,1,2,0.475756
1,1,1,1,1,1,3,0.4844193
1,1,1,2,0,0,0,0.6023576
1,1,1,2,0,0,1,0.5281053
1,1,1,2,0,0,2,0.475756
1,1,1,2,0,0,3,0.4844193
1,1,1,2,0,1,0,0.6023576
1,1,1,2,0,1,1,0.5281053
1,1,1,2,0,1,2,0.475756
1,1,1,2,0,1,3,0.4844193
1,1,1,2,1,0,0,0.6023576
1,1,1,2,1,0,1,0.5281053
1,1,1,2,1,0,2,0.475756
1,1,1,2,1,0,3,0.4844193
1,1,1,2,1,1,0,0.6023576
1,1,1,2,1,1,1,0.5281053
1,1,1,2,1,1,2,0.475756
1,1,1,2,1,1,3,0.4844193
1,1,2,0,0,0,0,0.5180718
1,1,2,0,0,0,1,0.5624188
1,1,2,0,0,0,2,0.606381
1,1,2,0,0,0,3,0.6120786
1,1,2,0,0,1,0,0.5180718
1,1,2,0,0,1,1,0.5624188
1,1,2,0,0,1,2,0.606381
1,1,2,0,0,1,3,0.6120786
1,1,2,0,1,0,0,0.5180718
1,1,2,0,1,0,1,0.5624188
1,1,2,0,1,0,2,0.606381
1,1,2,0,1,0,3,0.6120786
1,1,2,0,1,1,0,0.5180718
1,1,2,0,1,1,1,0.5624188
1,1,2,0,1,1,2,0.606381
1,1,2,0,1,1,3,0.6120786
1,1,2,1,0,0,0,0.5180718
1,1,2,1,0,0,1,0.5624188
1,1,2,1,0,0,2,0.606381
1,1,2,1,0,0,3,0.6120786
1,1,2,1,0,1,0,0.5180718
1,1,2,1,0,1,1,0.5624188
1,1,2,1,0,1,2,0.606381
1,1,2,1,0,1,3,0.6120786
1,1,2,1,1,0,0,0.5180718
1,1,2,1,1,0,1,0.5624188
1,1,2,1,1,0,2,0.606381
1,1,2,1,1,0,3,0.6120786
1,1,2,1,1,1,0,0.5180718
1,1,2,1,1,1,1,0.5624188
1,1,2,1,1,1,2,0.606381
1,1,2,1,1,1,3,0.6120786
1,1,2,2,0,0,0,0.5180718
1,1,2,2,0,0,1,0.5624188
1,1,2,2,0,0,2,0.606381
1,1,2,2,0,0,3,0.6120786
1,1,2,2,0,1,0,0.5180718
1,1,2,2,0,1,1,0.5624188
1,1,2,2,0,1,2,0.606381
1,1,2,2,0,1,3,0.6120786
1,1,2,2,1,0,0,0.5180718
1,1,2,2,1,0,1,0.5624188
1,1,2,2,1,0,2,0.606381
1,1,2,2,1,0,3,0.6120786
1,1,2,2,1,1,0,0.5180718
1,1,2,2,1,1,1,0.5624188
1,1,2,2,1,1,2,0.606381
1,1,2,2,1,1,3,0.6120786
1,1,3,0,0,0,0,0.5909383
1,1,3,0,0,0,1,0.4061609
1,1,3,0,0,0,2,0.6471374
1,1,3,0,0,0,3,0.6538663
1,1,3,0,0,1,0,0.5909383
1,1,3,0,0,1,1,0.4061609
1,1,3,0,0,1,2,0.6471374
1,1,3,0,0,1,3,0.6538663
1,1,3,0,1,0,0,0.5909383
1,1,3,0,1,0,1,0.4061609
1,1,3,0,1,0,2,0.6471374
1,1,3,0,1,0,3,0.6538663
1,1,3,0,1,1,0,0.5909383
1,1,3,0,1,1,1,0.4061609
1,1,3,0,1,1,2,0.6471374
1,1,3,0,1,1,3,0.6538663
1,1,3,1,0,0,0,0.5909383
1,1,3,1,0,0,1,0.4061609
1,1,3,1,0,0,2,0.6471374
1,1,3,1,0,0,3,0.6538663
1,1,3,1,0,1,0,0.5909383
1,1,3,1,0,1,1,0.4061609
1,1,3,1,0,1,2,0.6471374
1,1,3,1,0,1,3,0.6538663
1,1,3,1,1,0,0,0.5909383
1,1,3,1,1,0,1,0.4061609
1,1,3,1,1,0,2,0.6471374
1,1,3,1,1,0,3,0.6538663
1,1,3,1,1,1,0,0.5909383
1,1,3,1,1,1,1,0.4061609
1,1,3,1,1,1,2,0.6471374
1,1,3,1,1,1,3,0.6538663
1,1,3,2,0,0,0,0.5909383
1,1,3,2,0,0,1,0.4061609
1,1,3,2,0,0,2,0.6471374
1,1,3,2,0,0,3,0.6538663
1,1,3,2,0,1,0,0.5909383
1,1,3,2,0,1,1,0.4061609
1,1,3,2,0,1,2,0.6471374
1,1,3,2,0,1,3,0.6538663
1,1,3,2,1,0,0,0.5909383
1,1,3,2,1,0,1,0.4061609
1,1,3,2,1,0,2,0.6471374
1,1,3,2,1,0,3,0.6538663
1,1,3,2,1,1,0,0.5909383
1,1,3,2,1,1,1,0.4061609
1,1,3,2,1,1,2,0.6471374
1,1,3,2,1,1,3,0.6538663
1,2,0,0,0,0,0,0.6323322
1,2,0,0,0,0,1,0.7636659
1,2,0,0,0,0,2,0.488696
1,2,0,0,0,0,3,0.512399
1,2,0,0,0,1,0,0.6323322
1,2,0,0,0,1,1,0.7636659
1,2,0,0,0,1,2,0.488696
1,2,0,0,0,1,3,0.512399
1,2,0,0,1,0,0,0.6323322
1,2,0,0,1,0,1,0.7636659
1,2,0,0,1,0,2,0.488696
1,2,0,0,1,0,3,0.512399
1,2,0,0,1,1,0,0.6323322
1,2,0,0,1,1,1,0.7636659
1,2,0,0,1,1,2,0.488696
1,2,0,0,1,1,3,0.512399
1,2,0,1,0,0,0,0.6323322
1,2,0,1,0,0,1,0.7636659
1,2,0,1,0,0,2,0.488696
1,2,0,1,0,0,3,0.512399
1,2,0,1,0,1,0,0.6323322
1,2,0,1,0,1,1,0.7636659
1,2,0,1,0,1,2,0.488696
1,2,0,1,0,1,3,0.512399
1,2,0,1,1,0,0,0.6323322
1,2,0,1,1,0,1,0.7636659
1,2,0,1,1,0,2,0.488696
1,2,0,1,1,0,3,0.512399
1,2,0,1,1,1,0,0.6323322
1,2,0,1,1,1,1,0.7636659
1,2,0,1,1,1,2,0.488696
1,2,0,1,1,1,3,0.512399
1,2,0,2,0,0,0,0.6323322
1,2,0,2,0,0,1,0.7636659
1,2,0,2,0,0,2,0.488696
1,2,0,2,0,0,3,0.512399
1,2,0,2,0,1,0,0.6323322
1,2,0,2,0,1,1,0.7636659
1,2,0,2,0,1,2,0.488696
1,2,0,2,0,1,3,0.512399
1,2,0,2,1,0,0,0.6323322
1,2,0,2,1,0,1,0.7636659
1,2,0,2,1,0,2,0.488696
1,2,0,2,1,0,3,0.512399
1,2,0,2,1,1,0,0.6323322
1,2,0,2,1,1,1,0.7636659
1,2,0,2,1,1,2,0.488696
1,2,0,2,1,1,3,0.512399
1,2,1,0,0,0,0,0.5856194
1,2,1,0,0,0,1,0.6019047
1,2,1,0,0,0,2,0.6414377
1,2,1,0,0,0,3,0.6578287
1,2,1,0,0,1,0,0.5856194
1,2,1,0,0,1,1,0.6019047
1,2,1,0,0,1,2,0.6414377
1,2,1,0,0,1,3,0.6578287
1,2,1,0,1,0,0,0.5856194
1,2,1,0,1,0,1,0.6019047
1,2,1,0,1,0,2,0.6414377
1,2,1,0,1,0,3,0.6578287
1,2,1,0,1,1,0,0.5856194
1,2,1,0,1,1,1,0.6019047
1,2,1,0,1,1,2,0.6414377
1,2,1,0,1,1,3,0.6578287
1,2,1,1,0,0,0,0.5856194
1,2,1,1,0,0,1,0.6019047
1,2,1,1,0,0,2,0.6414377
1,2,1,1,0,0,3,0.6578287
1,2,1,1,0,1,0,0.5856194
1,2,1,1,0,1,1,0.6019047
1,2,1,1,0,1,2,0.6414377
1,2,1,1,0,1,3,0.6578287
1,2,1,1,1,0,0,0.5856194
1,2,1,1,1,0,1,0.6019047
1,2,1,1,1,0,2,0.6414377
1,2,1,1,1,0,3,0.6578287
1,2,1,1,1,1,0,0.5856194
1,2,1,1,1,1,1,0.6019047
1,2,1,1,1,1,2,0.6414377
1,2,1,1,1,1,3,0.6578287
1,2,1,2,0,0,0,0.5856194
1,2,1,2,0,0,1,0.6019047
1,2,1,2,0,0,2,0.6414377
1,2,1,2,0,0,3,0.6578287
1,2,1,2,0,1,0,0.5856194
1,2,1,2,0,1,1,0.6019047
1,2,1,2,0,1,2,0.6414377
1,2,1,2,0,1,3,0.6578287
1,2,1,2,1,0,0,0.5856194
1,2,1,2,1,0,1,0.6019047
1,2,1,2,1,0,2,0.6414377
1,2,1,2,1,0,3,0.6578287
1,2,1,2,1,1,0,0.5856194
1,2,1,2,1,1,1,0.6019047
1,2,1,2,1,1,2,0.6414377
1,2,1,2,1,1,3,0.6578287
1,2,2,0,0,0,0,0.4825745
1,2,2,0,0,0,1,0.7353631
1,2,2,0,0,0,2,0.7297356
1,2,2,0,0,0,3,0.6906027
1,2,2,0,0,1,0,0.4825745
1,2,2,0,0,1,1,0.7353631
1,2,2,0,0,1,2,0.7297356
1,2,2,0,0,1,3,0.6906027
1,2,2,0,1,0,0,0.4825745
1,2,2,0,1,0,1,0.7353631
1,2,2,0,1,0,2,0.7297356
1,2,2,0,1,0,3,0.6906027
1,2,2,0,1,1,0,0.4825745
1,2,2,0,1,1,1,0.7353631
1,2,2,0,1,1,2,0.7297356
1,2,2,0,1,1,3,0.6906027
1,2,2,1,0,0,0,0.4825745
1,2,2,1,0,0,1,0.7353631
1,2,2,1,0,0,2,0.7297356
1,2,2,1,0,0,3,0.6906027
1,2,2,1,0,1,0,0.4825745
1,2,2,1,0,1,1,0.7353631
1,2,2,1,0,1,2,0.7297356
1,2,2,1,0,1,3,0.6906027
1,2,2,1,1,0,0,0.4825745
1,2,2,1,1,0,1,0.7353631
1,2,2,1,1,0,2,0.7297356
1,2,2,1,1,0,3,0.6906027
1,2,2,1,1,1,0,0.4825745
1,2,2,1,1,1,1,0.7353631
1,2,2,1,1,1,2,0.7297356
1,2,2,1,1,1,3,0.6906027
1,2,2,2,0,0,0,0.4825745
1,2,2,2,0,0,1,0.7353631
1,2,2,2,0,0,2,0.7297356
1,2,2,2,0,0,3,0.6906027
1,2,2,2,0,1,0,0.4825745
1,2,2,2,0,1,1,0.7353631
1,2,2,2,0,1,2,0.7297356
1,2,2,2,0,1,3,0.6906027
1,2,2,2,1,0,0,0.4825745
1,2,2,2,1,0,1,0.7353631
1,2,2,2,1,0,2,0.7297356
1,2,2,2,1,0,3,0.6906027
1,2,2,2,1,1,0,0.4825745
1,2,2,2,1,1,1,0.7353631
1,2,2,2,1,1,2,0.7297356
1,2,2,2,1,1,3,0.6906027
1,2,3,0,0,0,0,0.6228135
1,2,3,0,0,0,1,0.7000742
1,2,3,0,0,0,2,0.7506792
1,2,3,0,0,0,3,0.7506739
1,2,3,0,0,1,0,0.6228135
1,2,3,0,0,1,1,0.7000742
1,2,3,0,0,1,2,0.7506792
1,2,3,0,0,1,3,0.7506739
1,2,3,0,1,0,0,0.6228135
1,2,3,0,1,0,1,0.7000742
1,2,3,0,1,0,2,0.7506792
1,2,3,0,1,0,3,0.7506739
1,2,3,0,1,1,0,0.6228135
1,2,3,0,1,1,1,0.7000742
1,2,3,0,1,1,2,0.7506792
1,2,3,0,1,1,3,0.7506739
1,2,3,1,0,0,0,0.6228135
1,2,3,1,0,0,1,0.7000742
1,2,3,1,0,0,2,0.7506792
1,2,3,1,0,0,3,0.7506739
1,2,3,1,0,1,0,0.6228135
1,2,3,1,0,1,1,0.7000742
1,2,3,1,0,1,2,0.7506792
1,2,3,1,0,1,3,0.7506739
1,2,3,1,1,0,0,0.6228135
1,2,3,1,1,0,1,0.7000742
1,2,3,1,1,0,2,0.7506792
1,2,3,1,1,0,3,0.7506739
1,2,3,1,1,1,0,0.6228135
1,2,3,1,1,1,1,0.7000742
1,2,3,1,1,1,2,0.7506792
1,2,3,1,1,1,3,0.7506739
1,2,3,2,0,0,0,0.6228135
1,2,3,2,0,0,1,0.7000742
1,2,3,2,0,0,2,0.7506792
1,2,3,2,0,0,3,0.7506739
1,2,3,2,0,1,0,0.6228135
1,2,3,2,0,1,1,0.7000742
1,2,3,2,0,1,2,0.7506792
1,2,3,2,0,1,3,0.7506739
1,2,3,2,1,0,0,0.6228135
1,2,3,2,1,0,1,0.7000742
1,2,3,2,1,0,2,0.7506792
1,2,3,2,1,0,3,0.7506739
1,2,3,2,1,1,0,0.6228135
1,2,3,2,1,1,1,0.7000742
1,2,3,2,1,1,2,0.7506792
1,2,3,2,1,1,3,0.7506739
2,0,0,0,0,0,0,0.6421868
2,0,0,0,0,0,1,0.6818058
2,0,0,0,0,0,2,0.6805701
2,0,0,0,0,0,3,0.6731538
2,0,0,0,0,1,0,0.6421868
2,0,0,0,0,1,1,0.6818058
2,0,0,0,0,1,2,0.6805701
2,0,0,0,0,1,3,0.6731538
2,0,0,0,1,0,0,0.6421868
2,0,0,0,1,0,1,0.6818058
2,0,0,0,1,0,2,0.6805701
2,0,0,0,1,0,3,0.6731538
2,0,0,0,1,1,0,0.6421868
2,0,0,0,1,1,1,0.6818058
2,0,0,0,1,1,2,0.6805701
2,0,0,0,1,1,3,0.6731538
2,0,0,1,0,0,0,0.6421868
2,0,0,1,0,0,1,0.6818058
2,0,0,1,0,0,2,0.6805701
2,0,0,1,0,0,3,0.6731538
2,0,0,1,0,1,0,0.6421868
2,0,0,1,0,1,1,0.6818058
2,0,0,1,0,1,2,0.6805701
2,0,0,1,0,1,3,0.6731538
2,0,0,1,1,0,0,0.6421868
2,0,0,1,1,0,1,0.6818058
2,0,0,1,1,0,2,0.6805701
2,0,0,1,1,0,3,0.6731538
2,0,0,1,1,1,0,0.6421868
2,0,0,1,1,1,1,0.6818058
2,0,0,1,1,1,2,0.6805701
2,0,0,1,1,1,3,0.6731538
2,0,0,2,0,0,0,0.6421868
2,0,0,2,0,0,1,0.6818058
2,0,0,2,0,0,2,0.6805701
2,0,0,2,0,0,3,0.6731538
2,0,0,2,0,1,0,0.6421868
2,0,0,2,0,1,1,0.6818058
2,0,0,2,0,1,2,0.6805701
2,0,0,2,0,1,3,0.6731538
2,0,0,2,1,0,0,0.6421868
2,0,0,2,1,0,1,0.6818058
2,0,0,2,1,0,2,0.6805701
2,0,0,2,1,0,3,0.6731538
2,0,0,2,1,1,0,0.6421868
2,0,0,2,1,1,1,0.6818058
2,0,0,2,1,1,2,0.6805701
2,0,0,2,1,1,3,0.6731538
2,0,1,0,0,0,0,0.4335895
2,0,1,0,0,0,1,0.5384219
2,0,1,0,0,0,2,0.5893342
2,0,1,0,0,0,3,0.609379
2,0,1,0,0,1,0,0.4335895
2,0,1,0,0,1,1,0.5384219
2,0,1,0,0,1,2,0.5893342
2,0,1,0,0,1,3,0.609379
2,0,1,0,1,0,0,0.4335895
2,0,1,0,1,0,1,0.5384219
2,0,1,0,1,0,2,0.5893342
2,0,1,0,1,0,3,0.609379
2,0,1,0,1,1,0,0.4335895
2,0,1,0,1,1,1,0.5384219
2,0,1,0,1,1,2,0.5893342
2,0,1,0,1,1,3,0.609379
2,0,1,1,0,0,0,0.4335895
2,0,1,1,0,0,1,0.5384219
2,0,1,1,0,0,2,0.5893342
2,0,1,1,0,0,3,0.609379
2,0,1,1,0,1,0,0.4335895
2,0,1,1,0,1,1,0.5384219
2,0,1,1,0,1,2,0.5893342
2,0,1,1,0,1,3,0.609379
2,0,1,1,1,0,0,0.4335895
2,0,1,1,1,0,1,0.5384219
2,0,1,1,1,0,2,0.5893342
2,0,1,1,1,0,3,0.609379
2,0,1,1,1,1,0,0.4335895
2,0,1,1,1,1,1,0.5384219
2,0,1,1,1,1,2,0.5893342
2,0,1,1,1,1,3,0.609379
2,0,1,2,0,0,0,0.4335895
2,0,1,2,0,0,1,0.5384219
2,0,1,2,0,0,2,0.5893342
2,0,1,2,0,0,3,0.609379
2,0,1,2,0,1,0,0.4335895
2,0,1,2,0,1,1,0.5384219
2,0,1,2,0,1,2,0.5893342
2,0,1,2,0,1,3,0.609379
2,0,1,2,1,0,0,0.4335895
2,0,1,2,1,0,1,0.5384219
2,0,1,2,1,0,2,0.5893342
2,0,1,2,1,0,3,0.609379
2,0,1,2,1,1,0,0.4335895
2,0,1,2,1,1,1,0.5384219
2,0,1,2,1,1,2,0.5893342
2,0,1,2,1,1,3,0.609379
2,0,2,0,0,0,0,0.7009115
2,0,2,0,0,0,1,0.5675762
2,0,2,0,0,0,2,0.6938788
2,0,2,0,0,0,3,0.6957467
2,0,2,0,0,1,0,0.7009115
2,0,2,0,0,1,1,0.5675762
2,0,2,0,0,1,2,0.6938788
2,0,2,0,0,1,3,0.6957467
2,0,2,0,1,0,0,0.7009115
2,0,2,0,1,0,1,0.5675762
2,0,2,0,1,0,2,0.6938788
2,0,2,0,1,0,3,0.6957467
2,0,2,0,1,1,0,0.7009115
2,0,2,0,1,1,1,0.5675762
2,0,2,0,1,1,2,0.6938788
2,0,2,0,1,1,3,0.6957467
2,0,2,1,0,0,0,0.7009115
2,0,2,1,0,0,1,0.5675762
2,0,2,1,0,0,2,0.6938788
2,0,2,1,0,0,3,0.6957467
2,0,2,1,0,1,0,0.7009115
2,0,2,1,0,1,1,0.5675762
2,0,2,1,0,1,2,0.6938788
2,0,2,1,0,1,3,0.6957467
2,0,2,1,1,0,0,0.7009115
2,0,2,1,1,0,1,0.5675762
2,0,2,1,1,0,2,0.6938788
2,0,2,1,1,0,3,0.6957467
2,0,2,1,1,1,0,0.7009115
2,0,2,1,1,1,1,0.5675762
2,0,2,1,1,1,2,0.6938788
2,0,2,1,1,1,3,0.6957467
2,0,2,2,0,0,0,0.7009115
2,0,2,2,0,0,1,0.5675762
2,0,2,2,0,0,2,0.6938788
2,0,2,2,0,0,3,0.6957467
2,0,2,2,0,1,0,0.7009115
2,0,2,2,0,1,1,0.5675762
2,0,2,2,0,1,2,0.6938788
2,0,2,2,0,1,3,0.6957467
2,0,2,2,1,0,0,0.7009115
2,0,2,2,1,0,1,0.5675762
2,0,2,2,1,0,2,0.6938788
2,0,2,2,1,0,3,0.6957467
2,0,2,2,1,1,0,0.7009115
2,0,2,2,1,1,1,0.5675762
2,0,2,2,1,1,2,0.6938788
2,0,2,2,1,1,3,0.6957467
2,0,3,0,0,0,0,0.6026161
2,0,3,0,0,0,1,0.5221331
2,0,3,0,0,0,2,0.6243724
2,0,3,0,0,0,3,0.6130835
2,0,3,0,0,1,0,0.6026161
2,0,3,0,0,1,1,0.5221331
2,0,3,0,0,1,2,0.6243724
2,0,3,0,0,1,3,0.6130835
2,0,3,0,1,0,0,0.6026161
2,0,3,0,1,0,1,0.5221331
2,0,3,0,1,0,2,0.6243724
2,0,3,0,1,0,3,0.6130835
2,0,3,0,1,1,0,0.6026161
2,0,3,0,1,1,1,0.5221331
2,0,3,0,1,1,2,0.6243724
2,0,3,0,1,1,3,0.6130835
2,0,3,1,0,0,0,0.6026161
2,0,3,1,0,0,1,0.5221331
2,0,3,1,0,0,2,0.6243724
2,0,3,1,0,0,3,0.6130835
2,0,3,1,0,1,0,0.6026161
2,0,3,1,0,1,1,0.5221331
2,0,3,1,0,1,2,0.6243724
2,0,3,1,0,1,3,0.6130835
2,0,3,1,1,0,0,0.6026161
2,0,3,1,1,0,1,0.5221331
2,0,3,1,1,0,2,0.6243724
2,0,3,1,1,0,3,0.6130835
2,0,3,1,1,1,0,0.6026161
2,0,3,1,1,1,1,0.5221331
2,0,3,1,1,1,2,0.6243724
2,0,3,1,1,1,3,0.6130835
2,0,3,2,0,0,0,0.6026161
2,0,3,2,0,0,1,0.5221331
2,0,3,2,0,0,2,0.6243724
2,0,3,2,0,0,3,0.6130835
2,0,3,2,0,1,0,0.6026161
2,0,3,2,0,1,1,0.5221331
2,0,3,2,0,1,2,0.6243724
2,0,3,2,0,1,3,0.6130835
2,0,3,2,1,0,0,0.6026161
2,0,3,2,1,0,1,0.5221331
2,0,3,2,1,0,2,0.6243724
2,0,3,2,1,0,3,0.6130835
2,0,3,2,1,1,0,0.6026161
2,0,3,2,1,1,1,0.5221331
2,0,3,2,1,1,2,0.6243724
2,0,3,2,1,1,3,0.6130835
2,1,0,0,0,0,0,0.7110632
2,1,0,0,0,0,1,0.4753604
2,1,0,0,0,0,2,0.6145231
2,1,0,0,0,0,3,0.6282584
2,1,0,0,0,1,0,0.7110632
2,1,0,0,0,1,1,0.4753604
2,1,0,0,0,1,2,0.6145231
2,1,0,0,0,1,3,0.6282584
2,1,0,0,1,0,0,0.7110632
2,1,0,0,1,0,1,0.4753604
2,1,0,0,1,0,2,0.6145231
2,1,0,0,1,0,3,0.6282584
2,1,0,0,1,1,0,0.7110632
2,1,0,0,1,1,1,0.4753604
2,1,0,0,1,1,2,0.6145231
2,1,0,0,1,1,3,0.6282584
2,1,0,1,0,0,0,0.7110632
2,1,0,1,0,0,1,0.4753604
2,1,0,1,0,0,2,0.6145231
2,1,0,1,0,0,3,0.6282584
2,1,0,1,0,1,0,0.7110632
2,1,0,1,0,1,1,0.4753604
2,1,0,1,0,1,2,0.6145231
2,1,0,1,0,1,3,0.6282584
2,1,0,1,1,0,0,0.7110632
2,1,0,1,1,0,1,0.4753604
2,1,0,1,1,0,2,0.6145231
2,1,0,1,1,0,3,0.6282584
2,1,0,1,1,1,0,0.7110632
2,1,0,1,1,1,1,0.4753604
2,1,0,1,1,1,2,0.6145231
2,1,0,1,1,1,3,0.6282584
2,1,0,2,0,0,0,0.7110632
2,1,0,2,0,0,1,0.4753604
2,1,0,2,0,0,2,0.6145231
2,1,0,2,0,0,3,0.6282584
2,1,0,2,0,1,0,0.7110632
2,1,0,2,0,1,1,0.4753604
2,1,0,2,0,1,2,0.6145231
2,1,0,2,0,1,3,0.6282584
2,1,0,2,1,0,0,0.7110632
2,1,0,2,1,0,1,0.4753604
2,1,0,2,1,0,2,0.6145231
2,1,0,2,1,0,3,0.6282584
2,1,0,2,1,1,0,0.7110632
2,1,0,2,1,1,1,0.4753604
2,1,0,2,1,1,2,0.6145231
2,1,0,2,1,1,3,0.6282584
2,1,1,0,0,0,0,0.4098909
