CosteSocial,CosteEmocional,RiesgoIngreso,testApgar5,partoInstrumental,testCoombsIsoRHHijo,Terapia1,Utility
0,1,2,0,0,0,0,0.7317203
0,1,2,0,0,0,1,0.7941662
0,1,2,0,0,0,2,0.7502234
0,1,2,0,0,0,3,0.7474603
0,1,2,0,0,1,0,0.7317203
0,1,2,0,0,1,1,0.7941662
0,1,2,0,0,1,2,0.7502234
0,1,2,0,0,1,3,0.7474603
0,1,2,0,1,0,0,0.7317203
0,1,2,0,1,0,1,0.7941662
0,1,2,0,1,0,2,0.7502234
0,1,2,0,1,0,3,0.7474603
0,1,2,0,1,1,0,0.7317203
0,1,2,0,1,1,1,0.7941662
0,1,2,0,1,1,2,0.7502234
0,1,2,0,1,1,3,0.7474603
0,1,2,1,0,0,0,0.7317203
0,1,2,1,0,0,1,0.7941662
0,1,2,1,0,0,2,0.7502234
0,1,2,1,0,0,3,0.7474603
0,1,2,1,0,1,0,0.7317203
0,1,2,1,0,1,1,0.7941662
0,1,2,1,0,1,2,0.7502234
0,1,2,1,0,1,3,0.7474603
0,1,2,1,1,0,0,0.7317203
0,1,2,1,1,0,1,0.7941662
0,1,2,1,1,0,2,0.7502234
0,1,2,1,1,0,3,0.7474603
0,1,2,1,1,1,0,0.7317203
0,1,2,1,1,1,1,0.7941662
0,1,2,1,1,1,2,0.7502234
0,1,2,1,1,1,3,0.7474603
0,1,2,2,0,0,0,0.7317203
0,1,2,2,0,0,1,0.7941662
0,1,2,2,0,0,2,0.7502234
0,1,2,2,0,0,3,0.7474603
0,1,2,2,0,1,0,0.7317203
0,1,2,2,0,1,1,0.7941662
0,1,2,2,0,1,2,0.7502234
0,1,2,2,0,1,3,0.7474603
0,1,2,2,1,0,0,0.7317203
0,1,2,2,1,0,1,0.7941662
0,1,2,2,1,0,2,0.7502234
0,1,2,2,1,0,3,0.7474603
0,1,2,2,1,1,0,0.7317203
0,1,2,2,1,1,1,0.7941662
0,1,2,2,1,1,2,0.7502234
0,1,2,2,1,1,3,0.7474603
0,1,3,0,0,0,0,0.5674389
0,1,3,0,0,0,1,0.6528112
0,1,3,0,0,0,2,0.4980233
0,1,3,0,0,0,3,0.4953297
0,1,3,0,0,1,0,0.5674389
0,1,3,0,0,1,1,0.6528112
0,1,3,0,0,1,2,0.4980233
0,1,3,0,0,1,3,0.4953297
0,1,3,0,1,0,0,0.5674389
0,1,3,0,1,0,1,0.6528112
0,1,3,0,1,0,2,0.4980233
0,1,3,0,1,0,3,0.4953297
0,1,3,0,1,1,0,0.5674389
0,1,3,0,1,1,1,0.6528112
0,1,3,0,1,1,2,0.4980233
0,1,3,0,1,1,3,0.4953297
0,1,3,1,0,0,0,0.5674389
0,1,3,1,0,0,1,0.6528112
0,1,3,1,0,0,2,0.4980233
0,1,3,1,0,0,3,0.4953297
0,1,3,1,0,1,0,0.5674389
0,1,3,1,0,1,1,0.6528112
0,1,3,1,0,1,2,0.4980233
0,1,3,1,0,1,3,0.4953297
0,1,3,1,1,0,0,0.5674389
0,1,3,1,1,0,1,0.6528112
0,1,3,1,1,0,2,0.4980233
0,1,3,1,1,0,3,0.4953297
0,1,3,1,1,1,0,0.5674389
0,1,3,1,1,1,1,0.6528112
0,1,3,1,1,1,2,0.4980233
0,1,3,1,1,1,3,0.4953297
0,1,3,2,0,0,0,0.5674389
0,1,3,2,0,0,1,0.6528112
0,1,3,2,0,0,2,0.4980233
0,1,3,2,0,0,3,0.4953297
0,1,3,2,0,1,0,0.5674389
0,1,3,2,0,1,1,0.6528112
0,1,3,2,0,1,2,0.4980233
0,1,3,2,0,1,3,0.4953297
0,1,3,2,1,0,0,0.5674389
0,1,3,2,1,0,1,0.6528112
0,1,3,2,1,0,2,0.4980233
0,1,3,2,1,0,3,0.4953297
0,1,3,2,1,1,0,0.5674389
0,1,3,2,1,1,1,0.6528112
0,1,3,2,1,1,2,0.4980233
0,1,3,2,1,1,3,0.4953297
0,2,0,0,0,0,0,0.6000101
0,2,0,0,0,0,1,0.5973697
0,2,0,0,0,0,2,0.5811531
0,2,0,0,0,0,3,0.5709147
0,2,0,0,0,1,0,0.6000101
0,2,0,0,0,1,1,0.5973697
0,2,0,0,0,1,2,0.5811531
0,2,0,0,0,1,3,0.5709147
0,2,0,0,1,0,0,0.6000101
0,2,0,0,1,0,1,0.5973697
0,2,0,0,1,0,2,0.5811531
0,2,0,0,1,0,3,0.5709147
0,2,0,0,1,1,0,0.6000101
0,2,0,0,1,1,1,0.5973697
0,2,0,0,1,1,2,0.5811531
0,2,0,0,1,1,3,0.5709147
0,2,0,1,0,0,0,0.6000101
0,2,0,1,0,0,1,0.5973697
0,2,0,1,0,0,2,0.5811531
0,2,0,1,0,0,3,0.5709147
0,2,0,1,0,1,0,0.6000101
0,2,0,1,0,1,1,0.5973697
0,2,0,1,0,1,2,0.5811531
0,2,0,1,0,1,3,0.5709147
0,2,0,1,1,0,0,0.6000101
0,2,0,1,1,0,1,0.5973697
0,2,0,1,1,0,2,0.5811531
0,2,0,1,1,0,3,0.5709147
0,2,0,1,1,1,0,0.6000101
0,2,0,1,1,1,1,0.5973697
0,2,0,1,1,1,2,0.5811531
0,2,0,1,1,1,3,0.5709147
0,2,0,2,0,0,0,0.6000101
0,2,0,2,0,0,1,0.5973697
0,2,0,2,0,0,2,0.5811531
0,2,0,2,0,0,3,0.5709147
0,2,0,2,0,1,0,0.6000101
0,2,0,2,0,1,1,0.5973697
0,2,0,2,0,1,2,0.5811531
0,2,0,2,0,1,3,0.5709147
0,2,0,2,1,0,0,0.6000101
0,2,0,2,1,0,1,0.5973697
0,2,0,2,1,0,2,0.5811531
0,2,0,2,1,0,3,0.5709147
0,2,0,2,1,1,0,0.6000101
0,2,0,2,1,1,1,0.5973697
0,2,0,2,1,1,2,0.5811531
0,2,0,2,1,1,3,0.5709147
0,2,1,0,0,0,0,0.6415593
0,2,1,0,0,0,1,0.6498085
0,2,1,0,0,0,2,0.6369966
0,2,1,0,0,0,3,0.6292361
0,2,1,0,0,1,0,0.6415593
0,2,1,0,0,1,1,0.6498085
0,2,1,0,0,1,2,0.6369966
0,2,1,0,0,1,3,0.6292361
0,2,1,0,1,0,0,0.6415593
0,2,1,0,1,0,1,0.6498085
0,2,1,0,1,0,2,0.6369966
0,2,1,0,1,0,3,0.6292361
0,2,1,0,1,1,0,0.6415593
0,2,1,0,1,1,1,0.6498085
0,2,1,0,1,1,2,0.6369966
0,2,1,0,1,1,3,0.6292361
0,2,1,1,0,0,0,0.6415593
0,2,1,1,0,0,1,0.6498085
0,2,1,1,0,0,2,0.6369966
0,2,1,1,0,0,3,0.6292361
0,2,1,1,0,1,0,0.6415593
0,2,1,1,0,1,1,0.6498085
0,2,1,1,0,1,2,0.6369966
0,2,1,1,0,1,3,0.6292361
0,2,1,1,1,0,0,0.6415593
0,2,1,1,1,0,1,0.6498085
0,2,1,1,1,0,2,0.6369966
0,2,1,1,1,0,3,0.6292361
0,2,1,1,1,1,0,0.6415593
0,2,1,1,1,1,1,0.6498085
0,2,1,1,1,1,2,0.6369966
0,2,1,1,1,1,3,0.6292361
0,2,1,2,0,0,0,0.6415593
0,2,1,2,0,0,1,0.6498085
0,2,1,2,0,0,2,0.6369966
0,2,1,2,0,0,3,0.6292361
0,2,1,2,0,1,0,0.6415593
0,2,1,2,0,1,1,0.6498085
0,2,1,2,0,1,2,0.6369966
0,2,1,2,0,1,3,0.6292361
0,2,1,2,1,0,0,0.6415593
0,2,1,2,1,0,1,0.6498085
0,2,1,2,1,0,2,0.6369966
0,2,1,2,1,0,3,0.6292361
0,2,1,2,1,1,0,0.6415593
0,2,1,2,1,1,1,0.6498085
0,2,1,2,1,1,2,0.6369966
0,2,1,2,1,1,3,0.6292361
0,2,2,0,0,0,0,0.7942265
0,2,2,0,0,0,1,0.7232236
0,2,2,0,0,0,2,0.730359
0,2,2,0,0,0,3,0.7237414
0,2,2,0,0,1,0,0.7942265
0,2,2,0,0,1,1,0.7232236
0,2,2,0,0,1,2,0.730359
0,2,2,0,0,1,3,0.7237414
0,2,2,0,1,0,0,0.7942265
0,2,2,0,1,0,1,0.7232236
0,2,2,0,1,0,2,0.730359
0,2,2,0,1,0,3,0.7237414
0,2,2,0,1,1,0,0.7942265
0,2,2,0,1,1,1,0.7232236
0,2,2,0,1,1,2,0.730359
0,2,2,0,1,1,3,0.7237414
0,2,2,1,0,0,0,0.7942265
0,2,2,1,0,0,1,0.7232236
0,2,2,1,0,0,2,0.730359
0,2,2,1,0,0,3,0.7237414
0,2,2,1,0,1,0,0.7942265
0,2,2,1,0,1,1,0.7232236
0,2,2,1,0,1,2,0.730359
0,2,2,1,0,1,3,0.7237414
0,2,2,1,1,0,0,0.7942265
0,2,2,1,1,0,1,0.7232236
0,2,2,1,1,0,2,0.730359
0,2,2,1,1,0,3,0.7237414
0,2,2,1,1,1,0,0.7942265
0,2,2,1,1,1,1,0.7232236
0,2,2,1,1,1,2,0.730359
0,2,2,1,1,1,3,0.7237414
0,2,2,2,0,0,0,0.7942265
0,2,2,2,0,0,1,0.7232236
0,2,2,2,0,0,2,0.730359
0,2,2,2,0,0,3,0.7237414
0,2,2,2,0,1,0,0.7942265
0,2,2,2,0,1,1,0.7232236
0,2,2,2,0,1,2,0.730359
0,2,2,2,0,1,3,0.7237414
0,2,2,2,1,0,0,0.7942265
0,2,2,2,1,0,1,0.7232236
0,2,2,2,1,0,2,0.730359
0,2,2,2,1,0,3,0.7237414
0,2,2,2,1,1,0,0.7942265
0,2,2,2,1,1,1,0.7232236
0,2,2,2,1,1,2,0.730359
0,2,2,2,1,1,3,0.7237414
0,2,3,0,0,0,0,0.6413592
0,2,3,0,0,0,1,0.7369295
0,2,3,0,0,0,2,0.7691905
0,2,3,0,0,0,3,0.7328986
0,2,3,0,0,1,0,0.6413592
0,2,3,0,0,1,1,0.7369295
0,2,3,0,0,1,2,0.7691905
0,2,3,0,0,1,3,0.7328986
0,2,3,0,1,0,0,0.6413592
0,2,3,0,1,0,1,0.7369295
0,2,3,0,1,0,2,0.7691905
0,2,3,0,1,0,3,0.7328986
0,2,3,0,1,1,0,0.6413592
0,2,3,0,1,1,1,0.7369295
0,2,3,0,1,1,2,0.7691905
0,2,3,0,1,1,3,0.7328986
0,2,3,1,0,0,0,0.6413592
0,2,3,1,0,0,1,0.7369295
0,2,3,1,0,0,2,0.7691905
0,2,3,1,0,0,3,0.7328986
0,2,3,1,0,1,0,0.6413592
0,2,3,1,0,1,1,0.7369295
0,2,3,1,0,1,2,0.7691905
0,2,3,1,0,1,3,0.7328986
0,2,3,1,1,0,0,0.6413592
0,2,3,1,1,0,1,0.7369295
0,2,3,1,1,0,2,0.7691905
0,2,3,1,1,0,3,0.7328986
0,2,3,1,1,1,0,0.6413592
0,2,3,1,1,1,1,0.7369295
0,2,3,1,1,1,2,0.7691905
0,2,3,1,1,1,3,0.7328986
0,2,3,2,0,0,0,0.6413592
0,2,3,2,0,0,1,0.7369295
0,2,3,2,0,0,2,0.7691905
0,2,3,2,0,0,3,0.7328986
0,2,3,2,0,1,0,0.6413592
0,2,3,2,0,1,1,0.7369295
0,2,3,2,0,1,2,0.7691905
0,2,3,2,0,1,3,0.7328986
0,2,3,2,1,0,0,0.6413592
0,2,3,2,1,0,1,0.7369295
0,2,3,2,1,0,2,0.7691905
0,2,3,2,1,0,3,0.7328986
0,2,3,2,1,1,0,0.6413592
0,2,3,2,1,1,1,0.7369295
0,2,3,2,1,1,2,0.7691905
0,2,3,2,1,1,3,0.7328986
1,0,0,0,0,0,0,0.5659193
1,0,0,0,0,0,1,0.8141525
1,0,0,0,0,0,2,0.6097908
1,0,0,0,0,0,3,0.5941418
1,0,0,0,0,1,0,0.5659193
1,0,0,0,0,1,1,0.8141525
1,0,0,0,0,1,2,0.6097908
1,0,0,0,0,1,3,0.5941418
1,0,0,0,1,0,0,0.5659193
1,0,0,0,1,0,1,0.8141525
1,0,0,0,1,0,2,0.6097908
1,0,0,0,1,0,3,0.5941418
1,0,0,0,1,1,0,0.5659193
1,0,0,0,1,1,1,0.8141525
1,0,0,0,1,1,2,0.6097908
1,0,0,0,1,1,3,0.5941418
1,0,0,1,0,0,0,0.5659193
1,0,0,1,0,0,1,0.8141525
1,0,0,1,0,0,2,0.6097908
1,0,0,1,0,0,3,0.5941418
1,0,0,1,0,1,0,0.5659193
1,0,0,1,0,1,1,0.8141525
1,0,0,1,0,1,2,0.6097908
1,0,0,1,0,1,3,0.5941418
1,0,0,1,1,0,0,0.5659193
1,0,0,1,1,0,1,0.8141525
1,0,0,1,1,0,2,0.6097908
1,0,0,1,1,0,3,0.5941418
1,0,0,1,1,1,0,0.5659193
1,0,0,1,1,1,1,0.8141525
1,0,0,1,1,1,2,0.6097908
1,0,0,1,1,1,3,0.5941418
1,0,0,2,0,0,0,0.5659193
1,0,0,2,0,0,1,0.8141525
1,0,0,2,0,0,2,0.6097908
1,0,0,2,0,0,3,0.5941418
1,0,0,2,0,1,0,0.5659193
1,0,0,2,0,1,1,0.8141525
1,0,0,2,0,1,2,0.6097908
1,0,0,2,0,1,3,0.5941418
1,0,0,2,1,0,0,0.5659193
1,0,0,2,1,0,1,0.8141525
1,0,0,2,1,0,2,0.6097908
1,0,0,2,1,0,3,0.5941418
1,0,0,2,1,1,0,0.5659193
1,0,0,2,1,1,1,0.8141525
1,0,0,2,1,1,2,0.6097908
1,0,0,2,1,1,3,0.5941418
1,0,1,0,0,0,0,0.803842
1,0,1,0,0,0,1,0.6484399
1,0,1,0,0,0,2,0.7769753
1,0,1,0,0,0,3,0.7796932
1,0,1,0,0,1,0,0.803842
1,0,1,0,0,1,1,0.6484399
1,0,1,0,0,1,2,0.7769753
1,0,1,0,0,1,3,0.7796932
1,0,1,0,1,0,0,0.803842
1,0,1,0,1,0,1,0.6484399
1,0,1,0,1,0,2,0.7769753
1,0,1,0,1,0,3,0.7796932
1,0,1,0,1,1,0,0.803842
1,0,1,0,1,1,1,0.6484399
1,0,1,0,1,1,2,0.7769753
1,0,1,0,1,1,3,0.7796932
1,0,1,1,0,0,0,0.803842
1,0,1,1,0,0,1,0.6484399
1,0,1,1,0,0,2,0.7769753
1,0,1,1,0,0,3,0.7796932
1,0,1,1,0,1,0,0.803842
1,0,1,1,0,1,1,0.6484399
1,0,1,1,0,1,2,0.7769753
1,0,1,1,0,1,3,0.7796932
1,0,1,1,1,0,0,0.803842
1,0,1,1,1,0,1,0.6484399
1,0,1,1,1,0,2,0.7769753
1,0,1,1,1,0,3,0.7796932
1,0,1,1,1,1,0,0.803842
1,0,1,1,1,1,1,0.6484399
1,0,1,1,1,1,2,0.7769753
1,0,1,1,1,1,3,0.7796932
1,0,1,2,0,0,0,0.803842
1,0,1,2,0,0,1,0.6484399
1,0,1,2,0,0,2,0.7769753
1,0,1,2,0,0,3,0.7796932
1,0,1,2,0,1,0,0.803842
1,0,1,2,0,1,1,0.6484399
1,0,1,2,0,1,2,0.7769753
1,0,1,2,0,1,3,0.7796932
1,0,1,2,1,0,0,0.803842
1,0,1,2,1,0,1,0.6484399
1,0,1,2,1,0,2,0.7769753
1,0,1,2,1,0,3,0.7796932
1,0,1,2,1,1,0,0.803842
1,0,1,2,1,1,1,0.6484399
1,0,1,2,1,1,2,0.7769753
1,0,1,2,1,1,3,0.7796932
1,0,2,0,0,0,0,0.6251073
1,0,2,0,0,0,1,0.7893861
1,0,2,0,0,0,2,0.792801
1,0,2,0,0,0,3,0.7580728
1,0,2,0,0,1,0,0.6251073
1,0,2,0,0,1,1,0.7893861
1,0,2,0,0,1,2,0.792801
1,0,2,0,0,1,3,0.7580728
1,0,2,0,1,0,0,0.6251073
1,0,2,0,1,0,1,0.7893861
1,0,2,0,1,0,2,0.792801
1,0,2,0,1,0,3,0.7580728
1,0,2,0,1,1,0,0.6251073
1,0,2,0,1,1,1,0.7893861
1,0,2,0,1,1,2,0.792801
1,0,2,0,1,1,3,0.7580728
1,0,2,1,0,0,0,0.6251073
1,0,2,1,0,0,1,0.7893861
1,0,2,1,0,0,2,0.792801
1,0,2,1,0,0,3,0.7580728
1,0,2,1,0,1,0,0.6251073
